food_kr,food_en,source_reliability,source_name,rule_source,임산부_정보유무,임산부_주의,수유부_정보유무,수유부_주의
멜론요거트,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
스무디,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
사과,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
현미,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
연두부달걀찜,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
달걀,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
소고기,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
미역,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
오이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
가지,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
취나물,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
흑미,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
고등어,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
근대,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
단호박,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
양배추,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
대추,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
보리,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
밤,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
소고기,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
검정콩,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
버섯,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
비름,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
상추,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
오렌지,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
멜론,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
사과,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
팬케익,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
브로콜리크림스프,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
계란오믈렛,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
토마토해물샐러드,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
양상추 파프리카,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
산채비빔밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
콩나물국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
갈치생강구이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
과일호두샐러드,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
완두콩밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
시래기된장국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
돼지고기보쌈,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
양배추/다시마쌈,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
연근전,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
무김치,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
고구마바나나,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
귤,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
밀가루,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
보리,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
수수,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
고구마,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
새우,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
달걀,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
소고기,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
갈치,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
호두,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
돼지고기,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
완두콩,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
브로콜리,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
토마토,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
양상추,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
파프리카,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
산채나물,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
복숭아,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
시래기,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
양배추,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
다시마,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
연근,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
무금치,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
바나나,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
귤,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
찰밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
소고기미역국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
가자미찜,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
무숙채,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
백김치,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
현미,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
가자미,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
미역,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
호박고지,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
무,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
전복삼계탕,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
버섯떡볶음,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
다시마채무침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
나박김치,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
찹쌀,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
흰떡,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
닭,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
전복,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
표고버섯,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
새송이버섯,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
피망,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
다시마,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
팥밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
아욱된장국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
떡갈비,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
청경채나물,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
오이상추샐러드,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
물김치,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
팥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
아욱,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
청경채,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
오이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
상추,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
밤단호박죽,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
치즈케이크,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
수박,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
바나나,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
오렌지주스,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
냉이두부부침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
오이콩나물무침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
양지머리무쌈말이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
버섯볶음,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
감자미역국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
견과류감자조림,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
호박잎된장국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
병어김말이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
가지토마토조림,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
율무누룽지탕,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
호박밤조림,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
소고기완자찜,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
오이부추무침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
견과류샌드위치,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
고구마스프,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
오이피클,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
채소샐러드,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
차조밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
바지락된장국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
조기구이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
도라지오이무침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
국수장국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
건홍합시금치국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
가자미허브찜,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
부추무침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
차수수밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
오징어무국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
냉이된장무침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
소고기야채롤,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
하이라이스,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
감자치즈구이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
찹쌀보리밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
미역들깨땅,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
전어구이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
깻잎찜,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
오이무침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
흑미밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
두부돼지고기찌개,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
과메기스테이크,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
숙주채소무침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
현미밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
순두부찌개,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
두릅소고기구이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
시금치나물,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
열무김치,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
콩나물밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
모시조개국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
삼치유자구이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
시금치무침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
검은콩닭죽,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
감자채볶음,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
브로콜리어묵조림,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
주꾸미꼬치구이,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
파래무침,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
보리밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
배추된장국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
과일소스,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
돼지고기안심샐러드,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
톳홍합전,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
기장밥,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
해산물수제비국,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
애호박새우살볶음,,High,식품의약품안전처 – [책자]임산부를 위한 건강레시피,https://www.mfds.go.kr/brd/m_227/view.do?seq=13829,TRUE,Safe,FALSE,None
